Record ID,Offender Number,Record Date,Fiscal Year Revoked,Revocation Type,Status,Sex,Race & Ethnicity,Age,Offense Code,Offense Class,Offense Description,Offense Type,Offense Subtype
8064,18345854,09/15/2023,2024,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,48,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8063,2419079,10/03/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,46,706A.4,B Felony,VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT,Other,Other Criminal
8062,20208104,05/20/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,31,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8061,188567,09/11/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,58,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI
8060,257966,12/22/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,50,707.11,B Felony,ATTEMPTED MURDER - 85%,Violent,Murder/Manslaughter
8059,18249437,08/16/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,"708.13(2),B",D Felony,DISARMING A PEACE OFFICER,Violent,Assault
8058,20468075,02/27/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,35,708.2A(2)(d),Aggravated Misdemeanor,Domestic Abuse Assault Impeding Flow of Air/Blood,Violent,Assault
8057,18424712,11/08/2018,2019,4. Revoked - New Arrest ICON,Parole,Male,White,24,124.401(4)(b),D Felony,Proh Acts-Poss Prod Int for Mfg Cont Subst-Pseudoephedrine,Drug,Trafficking
8056,20763236,12/30/2022,2023,4. Revoked - New Arrest ICON,Parole,Male,White,26,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8055,3255743,06/22/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,42,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson
8054,3115148,01/17/2019,2019,6. Revoked - Other (No New Arrest) - No ROV Data,Parole,Male,White,44,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8053,3346271,08/21/2023,2024,3. Revoked - New Arrest Pending or Found Not Guilty,Special Sentence,Male,White,40,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8052,19099961,09/18/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,Black,34,124.401(1)(b)(3),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine GT 5gm but LT 50 gm",Drug,Trafficking
8051,235502,10/28/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,45,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8050,19062935,03/23/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8049,19781147,02/20/2025,,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,33,321.279(3)(a),D Felony,"ELUDING-Speed in Excess of 25 mph Over Limit, Plus Participating in a Felony",Public Order,Traffic
8048,2424446,06/16/2015,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,37,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft
8047,20085365,05/25/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,38,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8046,18642872,12/14/2015,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,26,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8045,18424736,03/10/2015,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,31,124.401(5)b,Aggravated Misdemeanor,Possession of a Controlled Substance - 2nd Offense,Drug,Drug Possession
8044,3262721,10/19/2023,2024,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,48,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8043,20482022,01/13/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,24,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault
8042,3446915,08/07/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,36,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8041,31052,09/04/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,54,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
8040,3486299,11/21/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,31,124.401(1)(c)(2)(b),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm",Drug,Trafficking
8039,19448921,11/29/2021,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,38,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
8038,19599983,01/08/2019,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8037,20664932,05/08/2015,2015,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,25,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8036,3222560,11/18/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,45,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
8035,204767,04/26/2021,2021,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,49,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8034,3432782,05/15/2018,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,37,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8033,19885598,03/25/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,28,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8032,20212733,11/02/2020,2021,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,30,706A.2(2),B Felony,Ongoing Criminal Conduct - Criminal Network,Other,Other Criminal
8031,56249,05/20/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,51,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8030,18597851,09/08/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,32,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8029,3457895,07/13/2017,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,714.7,Aggravated Misdemeanor,OPERATE VEHICLE NO CONSENT,Property,Theft
8028,20444447,04/16/2015,2015,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,25,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8027,3396284,01/24/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8026,19227854,01/26/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,27,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8025,19749857,09/02/2016,2017,4. Revoked - New Arrest ICON,Parole,Male,Black,24,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
8024,19544108,12/04/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Female,White,38,124.401(1)(c)(3),C Felony,"Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking
8023,18561746,09/11/2024,,3. Revoked - New Arrest Pending or Found Not Guilty,Special Sentence,Male,White,31,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8022,19479077,03/20/2017,2017,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,27,124.401(4)(b),D Felony,Proh Acts-Poss Prod Int for Mfg Cont Subst-Pseudoephedrine,Drug,Trafficking
8021,19975799,04/14/2015,2015,4. Revoked - New Arrest ICON,Parole,Male,White,51,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8020,19489244,01/09/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8019,20557643,12/05/2019,2020,3. Revoked - New Arrest Pending or Found Not Guilty,Special Sentence,Male,White,41,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8018,19318235,12/04/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,20,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery
8017,3235985,02/01/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,45,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8016,19719275,04/08/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,24,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
8015,19367501,11/25/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,28,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
8014,18993881,12/09/2014,2015,5. Revoked - Other Violation (No New Arrest),Parole,Male,Hispanic,32,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8013,19907993,11/04/2015,2016,6. Revoked - Other (No New Arrest) - No ROV Data,Parole,Male,Black,24,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
8012,19318067,01/16/2020,2020,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,Black,33,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8011,19353884,07/23/2018,2019,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,34,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
8010,20497733,07/08/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
8009,3407273,03/23/2021,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,American Indian or Alaska Native,39,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
8008,3299348,03/23/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,41,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8007,19943867,11/16/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,24,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
8006,3483197,04/24/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,124.401C,Felony - Enhancement to Original Penalty,MANUFACTURE METH IN MINORS PRESENCE - PENALTY ENHANCED,Drug,Trafficking
8005,3326612,05/30/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,54,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter
8004,3425771,06/29/2015,2015,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,30,124.401(1)(c)(3),C Felony,"Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking
8003,19869032,09/07/2016,2017,6. Revoked - Other (No New Arrest) - No ROV Data,Special Sentence,Male,White,29,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
8002,3391973,01/24/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,38,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
8001,19969340,07/23/2018,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,23,124.401A,Felony - Enhancement to Original Penalty,"Proh Acts-Dist, Poss w/Int to Dist Sched I, II, III-Real Prop-penalty enhanced-add 5 yr",Drug,Trafficking
8000,18497495,02/26/2024,2024,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,20,711.3,C Felony,ROBBERY - 2ND DEGREE - 85%,Violent,Robbery
7999,243830,02/19/2017,2017,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,48,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
7998,20694161,12/12/2017,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,27,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
7997,18182882,10/03/2017,2018,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
7996,19798187,03/01/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud
7995,19287473,03/10/2022,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,33,"902.8,B",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PROPERTY),Other,Other Criminal
7994,3071591,09/19/2017,2018,4. Revoked - New Arrest ICON,Parole,Male,Black,47,714.2(1),C Felony,THEFT 1ST DEGREE,Property,Theft
7993,3059180,09/15/2015,2016,4. Revoked - New Arrest ICON,Parole,Male,White,43,707.3,B Felony,MURDER 2ND DEGREE,Violent,Murder/Manslaughter
7992,19164398,11/16/2017,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,Black,30,124.401A,Felony - Enhancement to Original Penalty,"Proh Acts-Dist, Poss w/Int to Dist Sched I, II, III-Real Prop-penalty enhanced-add 5 yr",Drug,Trafficking
7991,20020892,10/04/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Male,White,29,"124.401(5),C",Aggravated Misdemeanor,Possession of a Controlled Substance - Marijuana 3rd or subseq.,Drug,Drug Possession
7990,3400949,08/18/2015,2016,4. Revoked - New Arrest ICON,Parole,Female,White,32,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking
7989,20095628,03/09/2018,2018,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,27,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
7988,20002574,12/13/2023,2024,6. Revoked - Other (No New Arrest) - No ROV Data,Special Sentence,Male,Black,28,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
7987,18809429,04/13/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,55,321J.2(C),D Felony,OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI
7986,3314918,08/26/2019,2020,5. Revoked - Other Violation (No New Arrest),Parole,Female,White,41,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
7985,19553774,11/09/2023,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,34,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
7984,18761618,01/30/2018,2018,4. Revoked - New Arrest ICON,Special Sentence,Male,White,30,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
7983,18539093,12/07/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,34,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
7982,3297230,07/07/2017,2018,2. Revoked - Serious Misdemeanor New Conviction,Parole,Male,White,37,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons
7981,18510419,08/26/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,35,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
7980,190901,03/10/2020,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,51,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession
7979,18278255,09/19/2019,2020,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,32,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
7978,19255802,10/17/2022,2023,5. Revoked - Other Violation (No New Arrest),Parole,Female,Black,30,712.3,C Felony,ARSON 2ND DEGREE,Property,Arson
7977,20864207,03/29/2019,2019,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,28,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
7976,18376265,12/21/2023,2024,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,26,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
7975,3301091,10/05/2021,2022,5. Revoked - Other Violation (No New Arrest),Parole,Male,Black,44,124.401(1)(d),D Felony,"Proh. Acts. - Mfg., Del., Consp., or Poss.",Drug,Trafficking
7974,20771,08/25/2015,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,53,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
7973,18304037,07/20/2018,2019,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,26,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
7972,19338755,04/26/2016,2016,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,31,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
7971,20694575,09/03/2024,,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,43,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary
7970,18740747,11/22/2022,2023,5. Revoked - Other Violation (No New Arrest),Parole,Male,Hispanic,32,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
7969,20785502,07/14/2020,2021,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,33,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking
7968,3297548,05/09/2022,2022,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,Black,41,"902.8,A",Felony - Enhancement to Original Penalty,HABITUAL OFFENDER (PERSON),Other,Other Criminal
7967,18994637,01/07/2020,2020,4. Revoked - New Arrest ICON,Parole,Female,White,49,124.401(4)(b),D Felony,Proh Acts-Poss Prod Int for Mfg Cont Subst-Pseudoephedrine,Drug,Trafficking
7966,20291444,03/14/2024,2024,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Special Sentence,Male,White,33,903B.1,Special Sentence 2005,Special Supervision Sentence-B or C Felony/Lifetime Parole,Violent,Sex
7965,3010253,01/27/2023,2023,1. Revoked - New Felony/Aggravated Misdemeanor Conviction,Parole,Male,White,54,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking
7964,18251582,11/30/2015,2016,5. Revoked - Other Violation (No New Arrest),Special Sentence,Male,White,20,903B.2,Special Sentence 2005,Special Supervision Sentence-D Felony or Misdemeanors/10 years parole,Violent,Sex
